vocabulary,pos_freq,neg_freq
haddad,0,1
hin,1,0
mug,10,11
dawson,6,2
junc,0,1
uuuuurrrgggg,0,1
liverpool,11,13
sitt,1,0
headddd,0,1
ure,5,3
lower,9,23
clt,2,0
ent,1,4
ilysm,1,0
irvin,5,0
vlv,0,1
monoglu,1,0
leech,1,0
gradi,2,0
hop,17,18
yessssssss,1,0
bideawe,0,1
flr,1,0
eastsid,1,1
gonee,0,1
tribut,4,3
xbox360,3,3
goof,5,0
fucksock,0,1
delir,1,0
funnnnnnnn,1,0
nobl,7,4
gilmor,6,0
pg,5,5
stardust,0,2
petey,1,2
khadim,0,1
talia,1,2
skipper,2,0
sophmor,1,2
tobin,1,1
sofar,0,1
jde18,0,1
watchinn,1,0
centralworld,0,1
aeronaut,0,1
val,3,4
tiguan,0,1
drooool,1,0
goblin,1,1
disinterest,0,1
arkwright,0,1
gratz,4,0
toro,0,1
cori,3,2
x17,0,1
hud,0,1
blacklist,1,1
wodka,0,1
nikster,0,1
sucksss,1,4
png,1,0
chunk,1,4
ngete,1,0
guangzhou,1,0
worser,1,0
muss,0,2
digiorgi,1,0
dayem,0,1
yacht,2,4
frankli,3,3
gford,0,1
nooooooo,1,5
guam,1,0
slightli,31,28
havnt,5,18
pleeeeaaas,1,0
hipster,2,0
enchant,2,1
outfield,1,0
greeley,1,0
genit,0,1
pk,1,3
desp,1,0
adnam,1,0
lanagu,1,0
wahoooooo,1,0
dismemb,0,1
halsont,0,1
wowowow,1,0
brainer,2,0
bohoo,0,1
g,124,81
aid,14,14
jaki,0,1
powershel,1,0
notplay,0,1
waaayyyi,1,0
vart,1,0
tissu,3,8
modul,2,11
btec,0,1
stalagmit,0,1
sorrento,2,0
teni,0,1
tpb,3,0
albatross,1,0
russi,0,1
uruguay,1,0
pai,1,1
reczp,0,1
d8,0,1
skidaddl,1,0
farmer,8,5
bron,1,2
ngn,1,0
sighhhhhhhhhhhhhhhhhh,0,1
bahaahah,0,1
epicfail,0,1
ml2mst,0,1
constitu,2,0
royalti,2,3
niall,1,0
carpal,1,4
mayn,3,1
mathia,1,0
breakag,0,1
romulu,1,0
wil,1,6
taken,53,85
cutey,1,0
quieor,0,1
heavysnatch,1,0
boiiii,1,0
kidd,2,1
neurobiolog,0,1
determind,1,0
anoth,444,564
frig,4,0
microblog,3,0
cold,159,585
latisha,0,1
ealli,1,0
pothol,0,2
retch,0,1
witcha,1,0
wor,1,3
arggghhh,0,1
jaguar,1,2
quotnob,1,0
goign,1,3
wenzel,0,1
pointalist,1,0
xti,1,0
wolverin,11,50
boater,0,1
aammaazziinngg,1,0
beauuti,0,1
b6,1,0
birdi,4,2
carni,0,1
gr8t,3,1
unusu,11,6
lubbock,1,0
claim,12,16
cant,308,768
pleaseeeee,1,0
scott,18,14
dumbdumb,0,1
read,537,370
parmagian,1,0
rawn,1,0
shardlow,0,1
jwu,0,1
chav,2,0
golfin,1,0
chardi,2,0
until,5,12
kimba,0,1
craigslist,5,6
feng,0,1
pooo,1,1
reckon,16,12
shocker,1,3
bey,1,0
soso,1,1
allllreadi,1,0
next,565,535
arial,1,0
phienix,0,1
dumber,2,0
iga,0,1
readind,1,0
morricon,0,1
nealli,0,1
proudd,1,0
tutu,3,1
slag,0,1
bairn,1,0
ikk,0,1
olay,0,1
swanki,2,0
yogawithhannah,1,0
countless,2,1
tac,1,1
clgd,0,1
blimmin,0,2
lanc,4,0
claustrophobia,1,1
whoppin,0,1
loverli,3,1
tinchyy,1,0
infopath,0,2
sketch,9,2
rude,14,19
wahoo,1,1
throughput,1,0
unsweeten,0,1
loopt,1,1
japannali,0,1
agrev,0,1
lefti,2,0
textin,1,1
tr6,0,1
cautiou,0,2
muck,0,6
eurotrip,2,0
824,1,0
tweat,2,0
parkk,1,0
abl,103,215
maytal,1,0
vue,0,1
golfer,2,0
gumbi,0,1
imo,12,3
ultim,13,4
niebu,1,0
listographi,1,0
awwwwwwww,1,3
merit,2,0
ha,237,84
easyyyy,1,0
nearli,54,75
chennai,4,5
hermosa,1,0
s_t_r_e_t_c_h_,0,1
rihanna,2,0
gingersnap,1,0
verden,1,0
standbi,0,1
dazzl,5,0
dickerson,1,0
veolia,0,1
renown,0,1
quotmetim,1,0
nutriti,1,0
wnci,1,0
footi,18,20
catey,2,0
director,10,6
lb,17,17
reeeeealli,0,1
compat,1,8
shabbo,0,2
tireddd,0,4
weg,1,0
rli,3,12
easti,1,0
papasito,1,0
bagong,1,0
rapido,0,1
parvo,0,1
spain,51,25
tweetabl,1,0
filaberto,1,0
still,904,1905
irelnad,0,1
espeici,0,1
la,124,96
buttervup,1,0
discuss,27,16
chrissak,0,1
mtd,0,1
drsn,1,0
morkel,0,1
liten,0,1
harmonis,1,0
dx,0,1
astley,1,0
anymoreee,0,1
meloy,1,0
talian,0,1
oooooooooooooooowwww,0,1
english,95,119
craziest,2,6
milk,51,64
ballard,1,25
underp,2,0
quier,0,1
raina,0,1
bringz,0,1
phobia,2,5
cordial,2,2
smashin,2,0
celebebr,1,0
haight,1,0
straggler,1,0
marscapon,1,0
jarvi,0,1
sunnni,2,0
chicharon,0,1
pouco,1,0
nevah,1,0
spoiler,4,16
overkil,2,0
sit,196,274
gingeral,0,3
doot,1,0
fifteen,2,1
marthastewart,1,0
eaten,15,45
burriss,0,1
dodd,1,0
bridg,19,7
eleanor,1,2
thinkinq,1,0
sixt,0,1
looow,1,0
toystori,1,0
unburn,0,1
backkkkkkkkkkkkk,0,1
tml,0,2
sillywilli,1,0
disapptin,0,1
cocknbul,0,1
list,158,97
cnutroy,1,0
nnooo,0,1
ahahahahah,2,0
ohsa,0,1
sendout,0,1
az,12,16
calif,0,2
geneticist,1,0
ilif,0,1
morbid,0,1
unbrick,1,0
incoumicato,0,2
superrrrrr,1,0
admir,18,6
obx,1,0
leica,1,0
sne,1,0
vivid,2,2
e4mus,0,1
tov,2,0
loooooooooong,0,1
menz,1,0
easier,43,26
degool,0,1
padron,1,0
aaallll,1,0
ola,2,1
nun,1,2
gid,0,1
meerkat,0,1
hilli,1,0
funer,6,32
suckss,0,5
damper,0,2
every0n,1,0
lvl80,1,0
pickl,9,5
picklepuss,1,0
tanlin,1,0
telecomput,1,0
twitterfal,0,1
ssi,2,2
grater,0,1
heigl,0,1
ex70,1,0
seedfund,4,0
yeeehawww,1,0
smut,2,1
gross,10,54
lastt,0,1
endoscopi,0,2
entrepreneurship,1,1
tale,3,5
mammoth,1,3
oza,1,0
coiincidink,0,1
stationnn,1,0
canal,3,9
yaawwwwwn,0,1
naartji,0,1
groningen,1,1
anchi,1,0
cribfest,0,1
disappointingli,0,2
horrifi,1,5
grate,31,9
beydoun,1,0
quotido,1,0
feela,0,1
sasak,0,1
tiomm,0,1
solv,21,13
eta,0,1
yaoi,0,2
saddd,0,1
cosett,0,1
shakin,2,1
fanim,1,0
ahd,0,1
correctli,2,6
hurryyyyi,1,0
redic,0,1
hur,2,0
normana,0,1
skinhead,0,1
earpiec,0,1
kolbi,0,1
tossa,1,0
lem,20,9
strathfield,0,1
ident,2,1
tarentino,1,0
buttload,0,3
fixtur,0,3
kutch,1,0
swinger,2,0
horseraddish,0,1
influenza,1,0
mwe,0,1
myspac,134,54
lavish,0,1
jinnin,1,0
brindl,1,0
relinquish,0,1
ts,4,1
tari,1,0
gim,10,3
stronng,1,0
picoult,1,1
lowercas,1,0
unhealthi,2,2
cjbaran,7,2
aiden,2,1
nsr,1,0
colon,1,3
tare,0,1
tongu,8,19
karro,1,0
muert,1,0
cancel,17,162
pinkhaz,1,0
agaiin,0,1
uinfair,0,1
return,69,80
michel,19,11
whitmor,0,1
door,59,98
derrik,1,0
coffi,2,0
choquett,0,1
son,84,90
carmin,1,0
woooohhh,0,1
mulch,1,3
humer,0,1
mbv,0,1
samp,2,1
ipv6,0,1
pant,30,42
vege,0,1
rabbit,16,16
conceptu,1,1
chaperon,1,0
surround,11,10
gentil,0,1
extremli,3,2
smsng,0,1
tie,22,14
lonesom,2,6
shizzzl,0,1
backkkk,1,0
maori,1,0
malwar,0,2
staph,1,0
episosd,1,0
aaaaargh,0,3
guessin,0,3
ooerr,1,0
doesnot,0,1
concern,17,15
aber,2,2
acland,1,0
hellooo,3,2
connor_canti,1,0
mediev,1,2
erickah,1,0
ex,21,34
streetheart,1,0
wound,4,13
jamilla,0,1
even,568,859
huggi,3,1
tradeoff,1,0
thji,0,1
clipcrit,0,1
madinat,1,0
daneel,0,1
bjorn,0,1
thedirtydemograph,1,0
niki,0,1
gooood,16,5
downstair,9,23
cpa,0,1
slipstream,1,0
syrup,8,5
shouta,0,1
prepin,1,0
rmb,1,0
timchou,0,1
ryder,1,1
diari,15,4
blackboard,0,1
macroeconom,0,1
wreck,7,18
biped,0,1
ever,396,381
rankabov,1,0
maam,2,0
corridor,0,2
tester,5,2
london,129,117
alpha200,0,1
iorg,0,1
keep,442,509
southland,1,1
beak,0,1
kaitlyn,1,1
hilprado,1,0
vack,0,1
scarlet,2,1
ahoova,1,0
wont,43,185
tele,3,5
edu,0,2
kaylad,0,1
malaysia,6,7
fuckciti,1,0
livermor,0,1
marv,1,2
freenx,1,0
tayo,2,1
housem,1,3
feedblitz,0,2
portia,1,1
apocalyps,1,1
thme,0,1
outch,0,1
brockton,0,1
radiograph,1,0
gresham,1,0
harshest,1,0
crossov,1,0
lostzombi,0,1
astrid,1,0
wike,1,0
buddhism,2,0
courier,3,1
sprain,0,18
hatr,1,1
antti,1,0
bongzworth,0,1
agreee,2,1
baht,0,1
pistachio,0,1
adorabl,1,0
sf4,1,1
dnd,1,1
l_face,1,0
xxxxxx,6,3
saen,0,1
mercer,0,1
tomorro,3,5
killerjo,1,0
p3,1,2
burthday,1,0
hannib,1,0
blsckberri,0,1
mancunian,1,0
katelyn,2,2
babyyyyi,3,1
modo,1,0
wheez,0,4
coler,1,0
quotil,2,1
htt,1,0
us,523,383
lmaooo,5,3
zappo,1,0
rim,2,2
alda,1,0
mygosh,0,1
wateverrr,1,0
goooooooooooooooood,1,0
xm,2,1
kknow,0,1
teeni,1,8
lclt,0,1
sleeeppp,1,2
reinstaallt,0,1
crawfish,2,9
suspens,5,3
burswood,1,0
microsoft,12,7
prisonb,0,1
facial,9,3
amber,11,7
theroux,1,0
zurich,1,4
shrimp,9,7
ktbpa,1,0
verena,1,0
dislik,9,17
fid,0,1
thinger,1,0
bb,31,41
jessi,3,3
luna,2,1
qualitfi,1,0
drobopro,1,2
domt,1,0
tgi,1,1
buffer,0,2
miller,3,3
indeedi,2,2
permin,1,0
ku990,0,1
alloc,0,1
w000t,1,0
aviat,2,0
brainbon,0,3
espero,0,1
partnerincrim,0,1
lawschool,0,1
tooooooo,0,2
carver,1,0
slipper,3,3
flyover,0,1
woo,99,38
front,59,64
tumbler,1,0
gt,185,193
playpaus,1,0
propag,0,3
yogi,2,5
sk08,0,1
disgruntl,0,1
casablanca,1,0
ding,3,3
fotc,1,3
contemporari,1,1
muchh,2,5
quotean,0,1
pastpap,0,1
twittermeon,1,0
livonia,0,1
flew,9,13
current,82,72
funnier,2,0
bizkit,2,0
grrrhhh,0,1
quigg,0,1
maaaaaath,0,1
heathrow,2,6
forza,1,0
tyme,1,3
tub,11,4
wrap,13,19
classi,6,3
hypocrit,0,1
sjb,1,0
yeard,1,0
merced,1,2
mileyworld,1,0
nede,1,0
getn,1,3
hi,494,133
dinnerrrr,1,0
fuckin,11,33
columbia,0,5
wowowowow,0,1
pmsl,0,1
commentari,8,2
diab,2,0
detect,3,3
sent,91,92
quatro,1,0
shear,0,1
naughtier,1,0
electrician,1,0
knut,1,0
nisantasi,1,0
rada,1,1
quotfti,1,0
ast,1,1
breiavannet,1,0
wrigt,0,1
fragil,2,1
foodtown,1,0
compact,0,1
foreverrrr,0,2
hcr,0,1
mroom,1,0
asahi,1,0
guid,12,13
voc,3,3
stern,2,3
racist,3,1
knott,1,1
pinaka,1,0
apollogis,0,1
boah,0,1
hiiiiiiiiiiiiiiidey,1,0
hanogv,0,1
letdown,2,0
4outa5,0,1
lament,0,3
soundcard,0,1
haldern,1,0
cutee,4,0
misto,0,1
skullcandi,0,1
sunlight,4,6
gangsterlishh,1,0
riedel,2,0
jewellri,1,0
newsroom,0,2
hudspeth,1,0
wlwbackup,1,0
albuquerqu,0,1
parmesan,2,1
blackberri,39,47
sportiesonlin,0,1
skye,2,0
deletin,0,1
pump,21,21
ball,48,64
kymri,1,0
asses,0,1
snakk,0,1
loven,0,1
sweetym,1,0
minimetro,0,1
earlyyi,0,1
sprung,3,3
ddd,2,2
rwh,1,0
nicci,0,1
haviinq,0,1
gnight,7,2
askey,1,0
brink,1,0
lollipop,8,5
tonga,1,0
flair,2,0
swanley,1,0
phnx,1,0
hortan,0,1
effect,44,24
pipa,1,0
sundayeven,1,0
poseidon,0,1
skylin,3,1
forver,0,1
manicur,4,0
waahhhhh,0,1
thik,1,1
damn,140,573
rooftop,2,1
weer,2,0
pokebal,1,2
thaa,1,1
gerek,0,1
spca,0,1
sabroso,1,0
laffi,0,1
x1,0,1
ranma,0,1
25th,1,0
final4,1,0
buell,1,0
waah,1,2
mous,15,26
dalmat,1,1
fluider,1,0
hartley,0,1
omgee,0,1
number,89,80
ciabatta,0,1
babyshow,1,0
gelato,3,2
zut,0,1
carli,4,0
hiak,5,0
fdr,1,0
advisori,1,0
rdli,0,1
gilbert,2,1
bus251,0,1
rearrang,4,2
ayooo,1,0
influx,1,0
holocaust,1,4
timemachin,2,2
headroom,2,1
sooooooooooooooo,1,0
ghostbust,1,0
solac,2,2
italian,36,19
brittbut,1,0
ohai,2,0
waterloo,1,1
suuuper,1,1
uncompress,0,1
johanna,1,0
coffee,1,1
tommoro,1,0
lubilin,0,1
hasstlehoff,1,0
hoff,1,1
thid,0,1
savvi,5,2
rington,12,5
levi,2,2
snatchwar,1,0
crumpler,1,0
devo,1,9
quicki,2,1
bubba,1,3
artsi,1,0
otalia,0,2
interest,240,99
anith,1,0
pac,1,2
pirat,22,22
mama,28,22
wollah,0,1
tongseng,1,0
wether,2,1
aunnntie,1,0
guillou,0,1
shoemak,0,1
winner,16,12
blown,4,6
agreg,1,0
pacecar,0,1
heatheow,0,1
babb,0,1
guyzzzz,0,1
gitzen,0,1
swa,0,1
mickyintheski,0,1
bjw,1,0
psda,1,0
sumpin,1,1
ihpo,1,0
diplomaci,2,0
ghod,1,0
campbel,1,0
sai,2,2
mad,66,142
fuckk,1,3
gard,0,1
anaesthet,0,2
plath,0,1
cdt,0,1
perma,2,1
nata,1,0
bushey,0,1
amnesti,2,0
kinen,1,0
anti,10,12
eu,10,4
greaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaat,2,0
twitvim,1,0
thekarimuddin,1,0
essenti,7,2
iloveyoutodii,1,0
alivv,0,1
borey,0,1
superpupermegaovermodel,0,1
bluub,0,1
norcal,0,1
chili,13,3
relat,32,30
lawd,2,5
ofr,0,1
agt,1,0
impression,1,0
melbourn,24,27
luggag,2,11
dole,2,1
hahhahaha,1,0
qatar,2,0
matzah,0,2
cring,0,2
noie,1,0
cagayan,1,0
njmp,1,0
ainsley,0,1
nowaz,0,1
includ,60,41
lazarra,1,0
shockingli,0,1
vannak,1,0
thickler,0,1
e75,0,1
accompani,2,5
oponopono,1,0
queso,3,0
anwb,0,2
amr,3,0
luster,0,1
backto,0,1
alll,3,6
alexandra,1,1
dayd,1,0
borrow,13,6
riddel,0,1
odihnit,1,0
pixar,1,2
witha,1,1
krisskross,1,0
qant,0,1
hayfeveri,0,1
uhhhn,1,0
cism,0,1
inact,3,2
rambuncti,1,1
toothbrush,2,2
laci,0,1
brando,1,1
bekhonam,0,1
dcfc,1,0
wal,7,3
ju,28,62
gator,2,0
texter,1,1
loooot,1,0
david,46,30
offerdahl,1,0
perfectlti,1,0
pedi,6,3
roux,1,0
bloodi,33,96
bamboo,1,0
2601,1,0
electra,1,0
mamzi,1,0
fp7,0,1
tuna,6,6
herebi,1,0
deb,6,4
portraitur,1,0
violent,0,5
unpaid,1,1
tast,75,71
blanco,0,1
quart,1,0
pacif,7,9
n95,3,5
hrd,1,0
twink,1,1
support,109,73
lolmylif,1,0
foreteen,0,1
chickfila,0,1
beverley,0,3
lelouch,0,1
dnf,0,3
heeeeeeeeeeey,1,0
adork,1,0
patan,1,0
sauvignon,1,0
hatalan,0,1
lamo,0,1
acum,0,1
baselin,1,0
gnyte,2,0
wisdom,7,29
mayer,13,5
sunnier,1,1
cuddle,0,1
capi,1,0
flm,0,1
willit,1,0
thirstu,0,1
cherub,1,0
sleppless,0,2
commer,1,1
glitch,1,7
shetland,1,1
stir,5,4
lia,1,0
yung,4,1
stormris,0,1
hendrick,1,0
noseble,0,5
daz,3,0
poe,1,1
2day,0,1
quotista,1,0
bedsid,0,2
intent,7,9
rubric,1,0
poland,9,0
thankkss,0,1
homewrok,0,1
sunb,0,2
flapjack,0,1
nigella,0,2
snooki,1,0
shaun,14,5
freeland,2,0
wasteland,0,1
tinsley,0,1
burlington,0,1
exit,16,8
cooki,74,51
kf350,1,0
suxxxxxxx,0,1
mason,2,3
plymouth,0,5
ggrrrrr,0,1
telkomsel,1,1
4861,1,0
goon,1,0
alison,3,2
defent,2,0
surf,33,18
septimu,0,1
potent,2,0
amplifi,1,0
bruiser,1,0
grab,22,20
santigold,1,0
muanpuii,1,0
hipp,1,0
640k,1,0
poki,0,1
crm,0,1
earthworm,1,0
musica,0,1
muster,1,2
op,16,17
kingfish,0,1
tsig,0,1
hardlli,0,1
martynov,0,1
normi,0,1
toothfairycyberspac,1,0
tobe,0,1
hr20min,0,1
greatnight,1,0
reagan,2,0
nnnnnnoooooooooo,0,1
aibt,0,1
poss,4,5
confin,0,3
tippi,0,1
coswold,0,1
bowflex,1,0
majic100,0,1
libc6,0,1
aaarrrrgghhh,0,1
dvla,0,1
boriingg,0,1
iran,0,1
high,121,90
raji,0,1
teenag,4,11
toffeesss,1,0
skillful,1,0
waster,1,0
slick,8,2
uwi,1,0
cuzzi,0,1
driver,29,31
raytheon,1,0
brummi,2,1
monet,1,0
talkn,1,0
rt,19,10
ramonaa,1,0
nowe,0,1
spinnin,1,1
stinksvil,1,0
cork,8,3
xrco,0,1
buttercup,2,4
levin,0,1
twitscoop,1,0
sppoooonnnn,1,0
rusk,2,0
lastnit,2,1
deadpool,1,7
whiten,1,0
hhrmpf,1,0
conk,0,3
astridoooo,1,0
fuckkkk,0,1
laugh,165,65
belittl,0,1
arrrrrrhhh,0,1
paaaaain,0,1
eel,3,2
mortal,1,2
baba,4,0
befor,1,1
ext1,0,1
crawford,1,0
sharna,1,0
plagu,2,3
purest,1,0
itoodl,1,0
daughtri,1,0
shoddi,0,1
cerealllllll,1,0
live,418,398
becker,1,0
vdeo,2,0
golf,34,26
rubicon,0,1
brazil,18,25
stencil,1,0
softmachin,1,0
hatalma,1,0
zacki,1,1
jeje,0,1
schneider,1,0
rune,0,3
drunkkkk,0,1
patd,5,0
misshim,0,1
iter,1,0
nelli,3,0
distinctli,2,0
biof,0,1
tje,0,1
snot,0,8
leverag,1,0
emot,19,25
mehh,0,4
bhawan,1,0
myster,0,1
rightt,0,1
glass,72,78
worktodayyy,1,0
purcel,1,0
charmer,0,1
fetch,2,3
ds,10,20
slum,0,3
savor,5,0
exorcist,0,1
lazara,0,1
overbook,0,1
harrison,1,1
awhhh,1,1
drea,0,1
n64,1,0
balmer,1,1
tapatio,0,1
mor,4,4
awesometim,1,0
no,0,1
luckili,13,15
wizard101,0,1
blanket,13,17
vom,1,0
thnh,2,0
happi,1225,365
tourney,6,9
eczema,1,4
meko,0,1
totoy,0,1
gotten,19,45
hidden,8,3
swot,0,1
corrupt,3,10
oo,17,9
hollyoak,5,1
peron,1,0
twitterrif,2,2
persecut,0,1
cagcast,1,0
fajar,1,0
lust,3,4
cor,1,2
photosoot,0,1
solictor,0,1
xmen,3,4
ferrer,1,0
drew,21,8
kust,1,0
wearisom,0,1
n00b,1,1
possin,1,0
scallop,2,1
harddd,0,1
hundredth,0,1
ahahaahaha,1,0
trashi,0,1
linkedin,1,4
iost,0,1
protector,1,0
exploratorium,0,1
gotu,1,0
novo,1,0
ppc,4,0
fibro,0,3
urrg,0,1
vontad,1,0
rigght,1,0
scorpion,0,1
wagga,1,2
workshop,12,9
sexifi,2,1
pstn,0,1
audac,1,0
adventur,26,12
corden,1,0
fic,7,4
suckk,0,1
immort,2,0
hid,1,6
masia,0,1
footloos,1,0
cripsi,1,0
chem,10,15
nang,1,0
itinerari,1,1
sleeeepyy,0,1
darren,4,3
beautiful,3,1
supp,2,0
killin,3,10
burton,1,0
wett,1,1
bentar,1,0
mandriva,0,1
arena,1,0
cbtd,1,0
ummm,10,11
extracaffein,1,0
jonk,0,1
doorman,0,1
daggon,0,1
avenu,4,2
reg,2,2
laterrr,2,1
montena,1,0
sabbath,3,1
geelong,0,1
sunglar,1,0
twittski,0,1
ranni,0,1
tmrow,0,2
ivaa,0,1
fiance,0,2
simplest,0,1
blink,12,11
magpi,3,0
rene,8,3
pubic,0,1
hamilton,8,10
srm,1,1
personalit,1,0
nicola,1,1
amdullah,1,0
manifesto,1,0
plaster,2,4
ittttt,3,0
azureu,0,1
deej,0,1
doob,0,1
asher,2,5
cundo,0,1
commissionempir,1,0
news,150,179
aaaargh,0,5
lsattiiingggg,0,1
deeley,0,1
thumbnail,0,1
liiiiiiiiiiiiisten,1,0
spotiday,1,0
revoir,2,2
britian,1,0
better,781,640
bursari,0,1
studyin,3,7
leah,6,2
asisst,2,0
skint,0,9
hmm,79,94
sprit,1,0
udong,1,0
warli,0,1
a23,0,1
fftl,0,1
kewane,0,1
ppm,0,1
unfortunatlli,1,0
hedgefund,0,1
steev,1,0
ink,4,6
saxophonist,1,0
udah,1,1
bethel,0,1
zaneolog,1,0
fee417,0,1
beautifuley,2,0
cometh,1,1
blubber,0,2
brag,6,1
billick,1,0
garr,1,1
khal,0,1
qual,0,2
absulut,0,1
premium,4,4
banlieu,1,0
pond,9,4
brow,2,1
tar,4,3
schnauzer,1,0
manual,8,9
ridious,0,1
lif3,0,1
mm9,0,1
wifv,0,1
jamestown,0,1
confirm,19,32
filthi,2,2
newmedia,1,0
mileycyru,0,3
evceri,0,1
unsaf,0,1
prix,8,14
dz,1,1
suuuck,0,2
troubl,37,96
harbor,3,3
af,3,2
kelvedon,0,1
ambala,1,0
pemb,1,0
arnd,1,1
oliviaaa,1,0
nooli,1,0
thng,1,4
hahahahhha,0,1
ppukm,1,0
copland,1,1
ibanez,0,1
soul,29,20
hcg,0,1
kimster,0,1
saturdayss,1,0
pplsoft,0,1
attet,1,0
milano,1,0
anem,0,1
lineag,1,0
benedryl,0,2
flashpoint,0,1
basketbal,13,19
gravel,1,0
shampoo,1,6
chillifish,0,1
carmera,0,1
tattoo,18,22
snowbord,0,1
chartwel,1,0
carb,1,7
maaaaan,0,2
neattt,1,0
noun,1,0
floor,25,49
farrr,1,1
phinea,3,0
iwth,1,0
sayaaa,1,0
enclosur,1,0
woowoo,1,0
jebu,3,1
combust,1,1
prelud,0,1
null,1,0
wiin,1,0
azalea,1,0
yuk,1,10
teewow,1,0
inadvert,1,2
itasa,1,0
warrick,0,1
macgyv,1,0
tlatzocom,3,0
storylinee,0,1
frenet,1,0
oyendo,1,0
libertarian,0,2
beetch,1,0
dh,12,8
regga,4,0
timewarp,1,1
privaci,2,1
sxephil,1,2
mariahfan,0,1
rooooooli,1,0
shitttt,0,1
kinki,1,1
repllyyyy,1,0
prog,7,0
chyehhhh,1,0
crepper,1,0
healthiest,0,1
sant,1,0
oppon,1,2
tul,0,1
sunglass,12,9
leakag,0,2
gurer,0,1
adhes,0,1
sundown,1,0
propens,0,1
tuscani,1,0
oohhh,2,2
grapevin,1,0
olp,0,1
wilber,1,0
lonelllyyi,0,1
dieg0,0,1
brighter,3,3
gurgl,1,0
eubank,1,0
esteem,1,2
thum,1,0
ewwwwwwww,0,1
knooooww,1,0
hypocrisi,1,0
napervil,1,0
cope,6,3
uppppppp,1,0
shudent,0,1
wonderbr,0,1
laaammee,0,1
puf,1,1
shite,5,12
khlo,1,0
chavezpa,0,1
sleepov,20,8
joeykidd,2,0
madonna,4,11
applesauc,1,1
emili,34,14
reign,2,1
assuredli,0,1
studymoon,1,0
protest,2,9
authoris,0,1
upholsteri,0,1
somethinggggg,0,1
nargi,0,2
lygon,1,0
codliv,0,1
changi,0,1
beij,3,2
nick_cart,0,1
rollerblad,1,4
gerard,4,4
fed,16,50
bubbel,1,0
saviour,3,0
xtc,1,0
janin,2,0
petersburg,1,0
bru,0,2
phn,0,4
manikya,0,1
britney,70,28
averag,10,9
id10t,0,1
tho,183,289
marrow,2,0
xxoo,1,0
aquarena,1,0
illusionist,1,0
bcit,1,0
sanction,1,1
corea,0,1
kwon,1,0
directori,2,2
bryson,1,0
noooo,7,42
hartpuri,0,1
butro,0,2
ridicul,23,44
smog,1,1
futuralogija,1,0
rideback,1,0
t0e,1,0
oven,17,10
finthen,0,1
horley,1,0
cydonia,1,0
twittea,0,1
laught,1,0
bumpi,1,2
taihen,0,1
dowwn,1,0
colbi,4,1
beinn,1,0
salesi,1,0
g00d,0,1
myer,1,2
espn,0,3
sore,24,225
wher,1,2
oecd,0,1
rspca,1,0
mississppi,0,1
quotuch,0,1
joshi,0,1
overwork,1,0
bureaucraci,0,1
day,3428,3469
compi,1,3
lovesit,1,0
moral,2,6
increment,1,0
ntm,0,1
nthbridg,1,0
manhatten,2,1
tighter,1,1
uniti,4,0
starchi,1,0
spaz,4,2
fob,7,13
foment,1,0
textt,0,2
julia,10,2
flypap,1,0
acupunctur,0,1
pcb,1,0
gospel,7,1
eni,0,1
recv,1,0
pumpppeddd,1,0
suncream,2,2
quotlug,1,0
shooter,7,0
bn,4,9
sardinia,1,0
bomb,22,19
bung,1,5
beli,0,2
dalek,2,0
hint,19,5
37,3,4
sq,0,2
spew,0,4
gtta,1,1
choppi,0,1
deliri,1,2
alllizzz,0,1
racism,0,2
preschool,2,1
59,1,2
americaa,0,1
nervou,32,40
libigannaaaash,1,0
revolut,9,4
mut,1,0
elaps,1,0
26,4,3
24,3,10
lololol,4,1
sigma,1,1
hitch,1,0
nerd,30,13
faker,2,1
isio,0,1
mostli,37,27
stu,4,3
byron,1,2
moooooor,1,0
otha,1,0
kami,1,1
50pm,1,0
bate,1,0
barneya,1,0
intarweb,0,1
cuomo,1,0
ecount,0,1
fashion,31,19
blahblah,1,0
geog,0,2
hydropow,0,1
sgugar,0,1
oni,1,1
retouch,1,0
wgr,0,1
cute,328,104
scan,6,15
bog,3,5
couldnt,19,56
beautifi,1,0
retriev,3,6
madg,1,1
bloodwork,0,2
crazyyi,1,1
anythingels,0,1
raley,0,1
hbo,6,7
scari,39,76
muthafuck,0,1
marvel,10,3
oppertun,0,1
theologian,1,0
contagi,1,2
skewl,0,8
oma,1,0
deadshit,0,1
danni,53,21
painkil,0,3
thale,0,1
whoopss,0,1
daddi,53,40
moan,6,8
fuuuuuuuuuuuuuuuuuuuuuuuuck,0,1
weiner,1,0
alllllll,3,2
inquir,2,0
crappicino,1,0
mazel,1,0
hcc,1,0
hsap,1,2
mobxqueenxlala,1,0
scowl,1,0
busiek,1,0
awful,0,2
consec,1,0
absurdli,1,0
tamilla,0,1
loos,21,40
latter,3,0
qeen,0,1
nummi,0,1
und,4,3
quotunday,2,0
secularli,1,0
uhuh,1,2
quotrunk,2,0
xtube,1,1
shoreditch,0,1
rent,19,38
estonian,0,1
jase,1,1
space,35,38
hamburg,5,1
panciou,1,0
kekekek,1,0
eggplant,2,0
swiffer,1,0
quadra,0,1
86,0,1
enhanc,2,0
intelectu,1,0
showbag,0,1
kristin,3,0
enthusiast,5,3
mondaymorn,1,0
